"id","root_name","disease_id","disease_name","odw","best_mesh_match","query_used","articles_count","calculated_dw","category","q1","q2","q3"
"12","Rock Bramble",28,"Diabetes Mellitus, Type 2",,"Rubus","Q2",8,48,"ready","(""Rubus""[Mesh] AND ""Rubus/therapeutic use""[Mesh] NOT ""Rubus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Rubus""[Mesh] NOT ""Rubus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Rubus"" NOT ""Rubus/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"13","Whortleberry",28,"Diabetes Mellitus, Type 2","48","Vaccinium myrtillus","Q2",12,104,"ready","(""Vaccinium myrtillus""[Mesh] AND ""Vaccinium myrtillus/therapeutic use""[Mesh] NOT ""Vaccinium myrtillus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Vaccinium myrtillus""[Mesh] NOT ""Vaccinium myrtillus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Vaccinium myrtillus"" NOT ""Vaccinium myrtillus/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"14","Gooseberry",28,"Diabetes Mellitus, Type 2","4","Ribes","Q2",6,6,"ready","(""Ribes""[Mesh] AND ""Ribes/therapeutic use""[Mesh] NOT ""Ribes/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Ribes""[Mesh] NOT ""Ribes/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Ribes"" NOT ""Ribes/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"15","Chokeberry",28,"Diabetes Mellitus, Type 2","4","Photinia","Q2",6,52,"ready","(""Photinia""[Mesh] AND ""Photinia/therapeutic use""[Mesh] NOT ""Photinia/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Photinia""[Mesh] NOT ""Photinia/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Photinia"" NOT ""Photinia/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"16","Zereshk",28,"Diabetes Mellitus, Type 2",,"Berberis","Q2",4,40,"ready","(""Berberis""[Mesh] AND ""Berberis/therapeutic use""[Mesh] NOT ""Berberis/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Berberis""[Mesh] NOT ""Berberis/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Berberis"" NOT ""Berberis/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",,"Phyllanthus emblica","Q2",9,85,"ready","(""Phyllanthus emblica""[Mesh] AND ""Phyllanthus emblica/therapeutic use""[Mesh] NOT ""Phyllanthus emblica/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Phyllanthus emblica""[Mesh] NOT ""Phyllanthus emblica/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Phyllanthus emblica"" NOT ""Phyllanthus emblica/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"18","Rowanberry",28,"Diabetes Mellitus, Type 2",,"Sorbus","Q2",1,1,"ready","(""Sorbus""[Mesh] AND ""Sorbus/therapeutic use""[Mesh] NOT ""Sorbus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Sorbus""[Mesh] NOT ""Sorbus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Sorbus"" NOT ""Sorbus/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"19","Elderberry",28,"Diabetes Mellitus, Type 2","16","Sambucus","Q2",2,2,"ready","(""Sambucus""[Mesh] AND ""Sambucus/therapeutic use""[Mesh] NOT ""Sambucus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Sambucus""[Mesh] NOT ""Sambucus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Sambucus"" NOT ""Sambucus/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"20","Oranges",28,"Diabetes Mellitus, Type 2","50","Citrus sinensis","Q2",6,36,"ready","(""Citrus sinensis""[Mesh] AND ""Citrus sinensis/therapeutic use""[Mesh] NOT ""Citrus sinensis/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Citrus sinensis""[Mesh] NOT ""Citrus sinensis/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Citrus sinensis"" NOT ""Citrus sinensis/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"21","Elderberry Flowerdrink",28,"Diabetes Mellitus, Type 2",,"Sambucus extract","Q3",2,2,"ready","(""Sambucus extract""[Mesh] AND ""Sambucus extract/therapeutic use""[Mesh] NOT ""Sambucus extract/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Sambucus extract""[Mesh] NOT ""Sambucus extract/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Sambucus extract"" NOT ""Sambucus extract/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"23","Watermelon",28,"Diabetes Mellitus, Type 2",,"Citrullus","Q2",6,36,"ready","(""Citrullus""[Mesh] AND ""Citrullus/therapeutic use""[Mesh] NOT ""Citrullus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Citrullus""[Mesh] NOT ""Citrullus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Citrullus"" NOT ""Citrullus/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"24","Apple",28,"Diabetes Mellitus, Type 2","260","Malus","Q2",17,160,"ready","(""Malus""[Mesh] AND ""Malus/therapeutic use""[Mesh] NOT ""Malus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Malus""[Mesh] NOT ""Malus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Malus"" NOT ""Malus/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"25","Peache",28,"Diabetes Mellitus, Type 2",,"Prunus persica","Q2",1,1,"ready","(""Prunus persica""[Mesh] AND ""Prunus persica/therapeutic use""[Mesh] NOT ""Prunus persica/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Prunus persica""[Mesh] NOT ""Prunus persica/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Prunus persica"" NOT ""Prunus persica/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"26","Pear",28,"Diabetes Mellitus, Type 2","125","Pyrus","Q2",3,35,"ready","(""Pyrus""[Mesh] AND ""Pyrus/therapeutic use""[Mesh] NOT ""Pyrus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Pyrus""[Mesh] NOT ""Pyrus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Pyrus"" NOT ""Pyrus/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"27","Syrup From Canned Pear",28,"Diabetes Mellitus, Type 2",,"Pyrus","Q2",3,35,"ready","(""Pyrus""[Mesh] AND ""Pyrus/therapeutic use""[Mesh] NOT ""Pyrus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Pyrus""[Mesh] NOT ""Pyrus/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Pyrus"" NOT ""Pyrus/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"28","Squash",28,"Diabetes Mellitus, Type 2","16","Cucurbita","Q2",11,75,"ready","(""Cucurbita""[Mesh] AND ""Cucurbita/therapeutic use""[Mesh] NOT ""Cucurbita/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Cucurbita""[Mesh] NOT ""Cucurbita/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Cucurbita"" NOT ""Cucurbita/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"29","Honeydew",28,"Diabetes Mellitus, Type 2",,"Cucumis melo","Q2",1,1,"ready","(""Cucumis melo""[Mesh] AND ""Cucumis melo/therapeutic use""[Mesh] NOT ""Cucumis melo/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Cucumis melo""[Mesh] NOT ""Cucumis melo/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Cucumis melo"" NOT ""Cucumis melo/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"30","Melon",28,"Diabetes Mellitus, Type 2","136","Cucurbitaceae","Q1",1,16,"ready","(""Cucurbitaceae""[Mesh] AND ""Cucurbitaceae/therapeutic use""[Mesh] NOT ""Cucurbitaceae/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Cucurbitaceae""[Mesh] NOT ""Cucurbitaceae/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Cucurbitaceae"" NOT ""Cucurbitaceae/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"31","Papaya",28,"Diabetes Mellitus, Type 2","48","Carica","Q2",8,68,"ready","(""Carica""[Mesh] AND ""Carica/therapeutic use""[Mesh] NOT ""Carica/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Carica""[Mesh] NOT ""Carica/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Carica"" NOT ""Carica/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"33","Glacè Cherry",28,"Diabetes Mellitus, Type 2",,"Prunus avium","Q2",2,6,"ready","(""Prunus avium""[Mesh] AND ""Prunus avium/therapeutic use""[Mesh] NOT ""Prunus avium/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Prunus avium""[Mesh] NOT ""Prunus avium/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Prunus avium"" NOT ""Prunus avium/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
"34","Plantain",28,"Diabetes Mellitus, Type 2","50","Plantago","Q2",6,48,"ready","(""Plantago""[Mesh] AND ""Plantago/therapeutic use""[Mesh] NOT ""Plantago/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Plantago""[Mesh] NOT ""Plantago/adverse effects""[Mesh]) AND (""Diabetes Mellitus, Type 2/diet therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/drug therapy""[Mesh] OR ""Diabetes Mellitus, Type 2/prevention and control""[Mesh] OR ""Diabetes Mellitus, Type 2/rehabilitation""[Mesh] OR ""Diabetes Mellitus, Type 2/therapy""[Mesh])","(""Plantago"" NOT ""Plantago/adverse effects"") AND (""Diabetes Mellitus, Type 2/diet therapy"" OR ""Diabetes Mellitus, Type 2/drug therapy"" OR ""Diabetes Mellitus, Type 2/prevention and control"" OR ""Diabetes Mellitus, Type 2/rehabilitation"" OR ""Diabetes Mellitus, Type 2/therapy"")"
