"id","root_name","disease_id","disease_name","odw","best_mesh_match","query_used","articles_count","calculated_dw","category","q1","q2","q3"
"36","Mango",35,"Coronary Disease","32","Mangifera","None",0,0,"ready","(""Mangifera""[Mesh] AND ""Mangifera/therapeutic use""[Mesh] NOT ""Mangifera/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Mangifera""[Mesh] NOT ""Mangifera/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Mangifera"" NOT ""Mangifera/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"37","Olive",35,"Coronary Disease","1900","Olea","Q2",3,40,"ready","(""Olea""[Mesh] AND ""Olea/therapeutic use""[Mesh] NOT ""Olea/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Olea""[Mesh] NOT ""Olea/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Olea"" NOT ""Olea/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"38","Banana",35,"Coronary Disease","96","Musa","Q3",1,16,"ready","(""Musa""[Mesh] AND ""Musa/therapeutic use""[Mesh] NOT ""Musa/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Musa""[Mesh] NOT ""Musa/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Musa"" NOT ""Musa/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"39","Lemon",35,"Coronary Disease","155","Citrus","Q2",6,14,"ready","(""Citrus""[Mesh] AND ""Citrus/therapeutic use""[Mesh] NOT ""Citrus/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Citrus""[Mesh] NOT ""Citrus/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Citrus"" NOT ""Citrus/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"40","Cherry",35,"Coronary Disease","60","Prunus","Q2",7,100,"ready","(""Prunus""[Mesh] AND ""Prunus/therapeutic use""[Mesh] NOT ""Prunus/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Prunus""[Mesh] NOT ""Prunus/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Prunus"" NOT ""Prunus/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"42","Physalis",35,"Coronary Disease",,"Physalis","None",0,0,"ready","(""Physalis""[Mesh] AND ""Physalis/therapeutic use""[Mesh] NOT ""Physalis/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Physalis""[Mesh] NOT ""Physalis/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Physalis"" NOT ""Physalis/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"43","Sharon",35,"Coronary Disease",,"Sharon","Q3",2,20,"ready","(""Sharon""[Mesh] AND ""Sharon/therapeutic use""[Mesh] NOT ""Sharon/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Sharon""[Mesh] NOT ""Sharon/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Sharon"" NOT ""Sharon/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"44","Apple with Pear",35,"Coronary Disease",,"Apple with Pear","Q3",1,1,"ready","(""Apple with Pear""[Mesh] AND ""Apple with Pear/therapeutic use""[Mesh] NOT ""Apple with Pear/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Apple with Pear""[Mesh] NOT ""Apple with Pear/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Apple with Pear"" NOT ""Apple with Pear/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"45","Fig",35,"Coronary Disease","235","Ficus","None",0,0,"ready","(""Ficus""[Mesh] AND ""Ficus/therapeutic use""[Mesh] NOT ""Ficus/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Ficus""[Mesh] NOT ""Ficus/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Ficus"" NOT ""Ficus/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"46","Kiwi",35,"Coronary Disease",,"Kiwi","None",0,0,"ready","(""Kiwi""[Mesh] AND ""Kiwi/therapeutic use""[Mesh] NOT ""Kiwi/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Kiwi""[Mesh] NOT ""Kiwi/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Kiwi"" NOT ""Kiwi/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"47","Tangerine",35,"Coronary Disease",,"Citrus","Q2",6,14,"ready","(""Citrus""[Mesh] AND ""Citrus/therapeutic use""[Mesh] NOT ""Citrus/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Citrus""[Mesh] NOT ""Citrus/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Citrus"" NOT ""Citrus/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"48","Passion fruit",35,"Coronary Disease","16","Passiflora","None",0,0,"ready","(""Passiflora""[Mesh] AND ""Passiflora/therapeutic use""[Mesh] NOT ""Passiflora/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Passiflora""[Mesh] NOT ""Passiflora/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Passiflora"" NOT ""Passiflora/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"49","Japanese Plum Pulp",35,"Coronary Disease",,"Prunus mume","None",0,0,"ready","(""Prunus mume""[Mesh] AND ""Prunus mume/therapeutic use""[Mesh] NOT ""Prunus mume/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Prunus mume""[Mesh] NOT ""Prunus mume/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Prunus mume"" NOT ""Prunus mume/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
"50","Lime",35,"Coronary Disease","8","Lime","None",0,0,"ready","(""Lime""[Mesh] AND ""Lime/therapeutic use""[Mesh] NOT ""Lime/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Lime""[Mesh] NOT ""Lime/adverse effects""[Mesh]) AND (""Coronary Disease/diet therapy""[Mesh] OR ""Coronary Disease/drug therapy""[Mesh] OR ""Coronary Disease/prevention and control""[Mesh] OR ""Coronary Disease/rehabilitation""[Mesh] OR ""Coronary Disease/therapy""[Mesh])","(""Lime"" NOT ""Lime/adverse effects"") AND (""Coronary Disease/diet therapy"" OR ""Coronary Disease/drug therapy"" OR ""Coronary Disease/prevention and control"" OR ""Coronary Disease/rehabilitation"" OR ""Coronary Disease/therapy"")"
