"item_id","root_name","disease_id","disease_name","articles_count","category","calculated_dw","article_number","title","authors","pubmed","PMID","doi","DOI","pmc","PMCID","pubtypes","rate"
"24","Apple",35,"Coronary Disease",8,"ready",72,1,"Combined hormone replacement therapy does not protect women against the age-related decline in endothelium-dependent vasomotor function.","Sorensen KE, Dorup I, Hermann AP, Mosekilde L","https://pubmed.ncbi.nlm.nih.gov/9570192/","9570192","https://doi.org/10.1161/01.cir.97.13.1234","10.1161/01.cir.97.13.1234","No PMC available",,"Clinical Trial, Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",4
"24","Apple",35,"Coronary Disease",8,"ready",72,2,"Clinical, angiographic, and intravascular ultrasound characteristics of early saphenous vein graft failure.","Caños DA, Mintz GS, Berzingi CO, Apple S, Kotani J, Pichard AD, Satler LF, Suddath WO, Waksman R, Lindsay J Jr, Weissman NJ","https://pubmed.ncbi.nlm.nih.gov/15234406/","15234406","https://doi.org/10.1016/j.jacc.2004.03.045","10.1016/j.jacc.2004.03.045","No PMC available",,"Comparative Study, Journal Article",3
"24","Apple",35,"Coronary Disease",8,"ready",72,3,"Causes of acute renal dysfunction after percutaneous coronary intervention and comparison of late mortality rates with postprocedure rise of creatine kinase-MB versus rise of serum creatinine.","Lindsay J, Canos DA, Apple S, Pinnow E, Aggrey GK, Pichard AD","https://pubmed.ncbi.nlm.nih.gov/15374790/","15374790","https://doi.org/10.1016/j.amjcard.2004.06.007","10.1016/j.amjcard.2004.06.007","No PMC available",,"Comparative Study, Journal Article, Research Support, Non-U.S. Gov't",3
"24","Apple",35,"Coronary Disease",8,"ready",72,4,"An apple a day or an aspirin a day?","Dalen JE","https://pubmed.ncbi.nlm.nih.gov/2043008/","2043008","No DOI available",,"No PMC available",,"Journal Article, Review",2
"24","Apple",35,"Coronary Disease",8,"ready",72,5,"Malignant coronary artery disease in young Asian Indians: thoughts on pathogenesis, prevention, and therapy. Coronary Artery Disease in Asian Indians (CADI) Study.","Enas EA, Mehta J","https://pubmed.ncbi.nlm.nih.gov/7743682/","7743682","https://doi.org/10.1002/clc.4960180305","10.1002/clc.4960180305","No PMC available",,"Case Reports, Journal Article, Review",2
"24","Apple",35,"Coronary Disease",8,"ready",72,6,"Future biomarkers for detection of ischemia and risk stratification in acute coronary syndrome.","Apple FS, Wu AH, Mair J, Ravkilde J, Panteghini M, Tate J, Pagani F, Christenson RH, Mockel M, Danne O, Jaffe AS, Committee on Standardization of Markers of Cardiac Damage of the IFCC","https://pubmed.ncbi.nlm.nih.gov/15774573/","15774573","https://doi.org/10.1373/clinchem.2004.046292","10.1373/clinchem.2004.046292","No PMC available",,"Journal Article, Review",2
"24","Apple",35,"Coronary Disease",8,"ready",72,7,"Highly esterified granulated apple pectin and lipid metabolism.","Grudeva-Popova J, Atanassov K, Markova V","https://pubmed.ncbi.nlm.nih.gov/2103911/","2103911","No DOI available",,"No PMC available",,"Journal Article",0
"24","Apple",35,"Coronary Disease",8,"ready",72,8,"Multiple biomarker use for detection of adverse events in patients presenting with symptoms suggestive of acute coronary syndrome.","Apple FS, Pearce LA, Chung A, Ler R, Murakami MM","https://pubmed.ncbi.nlm.nih.gov/17384009/","17384009","https://doi.org/10.1373/clinchem.2006.080192","10.1373/clinchem.2006.080192","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
