"item_id","root_name","disease_id","disease_name","articles_count","category","calculated_dw","article_number","title","authors","pubmed","PMID","doi","DOI","pmc","PMCID","pubtypes","rate"
"1","Blackberry",71,"Colitis",8,"ready",8,1,"Anthocyanin-rich fractions from red raspberries attenuate inflammation in both RAW264.7 macrophages and a mouse model of colitis.","Li L, Wang L, Wu Z, Yao L, Wu Y, Huang L, Liu K, Zhou X, Gou D","https://pubmed.ncbi.nlm.nih.gov/25167935/","25167935","https://doi.org/10.1038/srep06234","10.1038/srep06234","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4148654/","PMC4148654","Journal Article, Research Support, Non-U.S. Gov't",0
"1","Blackberry",71,"Colitis",8,"ready",8,2,"Anti-inflammatory effect of a standardized triterpenoid-rich fraction isolated from Rubus coreanus on dextran sodium sulfate-induced acute colitis in mice and LPS-induced macrophages.","Shin JS, Cho EJ, Choi HE, Seo JH, An HJ, Park HJ, Cho YW, Lee KT","https://pubmed.ncbi.nlm.nih.gov/25446582/","25446582","https://doi.org/10.1016/j.jep.2014.10.044","10.1016/j.jep.2014.10.044","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"1","Blackberry",71,"Colitis",8,"ready",8,3,"Effects of methanolic extract from leaves of Rubus imperialis in DSS-induced colitis in mice.","da Silva LM, Somensi LB, Boeing T, Barp C, Cechinel-Filho V, Niero R, de Andrade SF","https://pubmed.ncbi.nlm.nih.gov/27796724/","27796724","https://doi.org/10.1007/s10787-016-0293-0","10.1007/s10787-016-0293-0","No PMC available",,"Journal Article",0
"1","Blackberry",71,"Colitis",8,"ready",8,4,"Dietary red raspberries attenuate dextran sulfate sodium-induced acute colitis.","Bibi S, Kang Y, Du M, Zhu MJ","https://pubmed.ncbi.nlm.nih.gov/29091813/","29091813","https://doi.org/10.1016/j.jnutbio.2017.08.017","10.1016/j.jnutbio.2017.08.017","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"1","Blackberry",71,"Colitis",8,"ready",8,5,"Dietary Red Raspberry Reduces Colorectal Inflammation and Carcinogenic Risk in Mice with Dextran Sulfate Sodium-Induced Colitis.","Bibi S, Du M, Zhu MJ","https://pubmed.ncbi.nlm.nih.gov/29897487/","29897487","https://doi.org/10.1093/jn/nxy007","10.1093/jn/nxy007","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263837/","PMC7263837","Journal Article, Research Support, Non-U.S. Gov't",0
"1","Blackberry",71,"Colitis",8,"ready",8,6,"Protective effects of Rubus tereticaulis leaves ethanol extract on rats with ulcerative colitis and bio-guided isolation of its active compounds: A combined in silico, in vitro and in vivo study.","Şen A, Özbeyli D, Teralı K, Göger F, Yıldırım A, Ertaş B, Doğan A, Bitiş L, Şener G","https://pubmed.ncbi.nlm.nih.gov/36375516/","36375516","https://doi.org/10.1016/j.cbi.2022.110263","10.1016/j.cbi.2022.110263","No PMC available",,"Journal Article",0
"1","Blackberry",71,"Colitis",8,"ready",8,7,"Anti-inflammatory activities of black raspberry seed ellagitannins and their structural effects on the stimulation of glucagon-like peptide-1 secretion and intestinal bitter taste receptors.","Kim RH, Lee GE, Lee K, Hwang KT, Park J, Lim T","https://pubmed.ncbi.nlm.nih.gov/37073737/","37073737","https://doi.org/10.1039/d2fo04052b","10.1039/d2fo04052b","No PMC available",,"Journal Article",0
"1","Blackberry",71,"Colitis",8,"ready",8,8,"Pectin-type polysaccharides from raspberry (Rubus idaeus L.): structure characterization and activity against DSS-induced colitis.","Dou Z, Tian Y, Zhang Y, Zhang W, Duan Q, Huang Q, Zhang B, Niu H, Wang L, Zeng S","https://pubmed.ncbi.nlm.nih.gov/40484583/","40484583","https://doi.org/10.1016/j.carbpol.2025.123710","10.1016/j.carbpol.2025.123710","No PMC available",,"Journal Article",0
